0	0	0	0	287**
0	1	0	1	1056*
0	0	0	0	769**
0	1	0	2	28105
0	0	0	1	2769*
0	1	0	0	81305
0	0	0	1	8760*
0	1	0	1	21395
0	0	0	1	2695*
0	1	0	2	87130
0	0	0	2	87*69
0	1	0	0	15430
0	0	0	2	15723
0	1	0	1	84690
0	0	0	2	84790
0	1	0	2	15623
0	0	0	0	18490
0	1	1	0	**273
0	0	0	0	84390
0	1	1	2	*1627
0	0	0	1	15840
0	1	1	0	62937
0	0	0	1	2*580
0	1	1	1	69347
0	0	0	1	9*570
0	1	1	2	62348
0	0	0	2	23691
0	1	1	0	47058
0	0	0	2	70**6
0	1	1	1	45918
0	0	0	2	59028
0	1	1	2	47136
0	0	0	0	47528
0	1	2	0	13690
0	0	0	0	34728
0	1	2	1	1*905
0	0	0	1	9*6*8
0	1	2	0	05247
0	0	0	1	25918
0	1	2	1	04*36
0	0	0	1	72598
0	1	2	2	04361
0	0	0	2	36047
0	1	2	0	19825
0	0	0	2	829*6
0	1	2	1	15470
0	0	0	2	47829
0	1	2	2	15036
0	0	1	0	78*09
0	1	0	0	41536
0	0	1	0	20359
0	1	0	1	87416
0	0	1	0	5*649
0	1	0	2	032*7
0	0	1	1	56489
0	1	0	1	10327
0	0	1	1	58*79
0	1	0	2	64103
0	0	1	2	56827
0	1	0	0	41903
0	0	1	2	54820
0	1	0	1	61973
0	0	1	2	56*73
0	1	0	2	48190
0	0	1	0	46*93
0	1	1	0	*8170
0	0	1	0	62973
0	1	1	1	*4810
0	0	1	0	97013
0	1	1	2	*2648
0	0	1	1	95703
0	1	1	0	2*418
0	0	1	1	97083
0	1	1	2	25641
0	0	1	2	95*70
0	1	1	0	643*1
0	0	1	2	94527
0	1	1	1	63801
0	0	1	2	93521
0	1	1	2	64807
0	0	1	0	64371
0	1	2	0	98052
0	0	1	0	84321
0	1	2	1	9*057
0	0	1	0	43*71
0	1	2	2	9*805
0	0	1	1	496*1
0	1	2	0	80527
0	0	1	1	40961
0	1	2	1	85273
0	0	1	2	42850
0	1	2	0	73196
0	0	1	2	4*328
0	1	2	1	79605
0	0	1	2	461*2
0	1	2	2	79058
0	0	2	0	13*90
0	1	0	0	4**58
0	0	2	0	90567
0	1	0	1	21348
0	0	2	0	74813
0	1	0	2	**902
0	0	2	1	781*9
0	1	0	0	45602
0	0	2	1	73906
0	1	0	1	18452
0	0	2	1	7652*
0	1	0	2	90318
0	0	2	2	76*41
0	1	0	1	*9038
0	0	2	2	761*8
0	1	0	2	24590
0	0	2	0	2*359
0	1	1	0	7*4*0
0	0	2	0	35948
0	1	1	1	72160
0	0	2	0	48016
0	1	1	2	79352
0	0	2	1	47015
0	1	1	0	89362
0	0	2	1	40156
0	1	1	1	87932
0	0	2	1	45623
0	1	1	2	8107*
0	0	2	2	45862
0	1	1	0	10*3*
0	0	2	2	45629
0	1	1	2	18073
0	0	2	0	18673
0	1	2	0	4502*
0	0	2	0	56729
0	1	2	1	41803
0	0	2	0	72903
0	1	2	2	41568
0	0	2	1	74198
0	1	2	0	25603
0	0	2	1	75193
0	1	2	1	24608
0	0	2	1	7*9*8
0	1	2	2	24560
0	0	2	2	7**49
0	1	2	0	**038
0	0	2	2	7*62*
0	1	2	1	*03**
0	0	0	0	896**
0	2	0	1	20157
0	0	0	0	657**
0	2	0	2	89201
0	0	0	1	8657*
0	2	0	0	92301
0	0	0	1	9650*
0	2	0	1	82371
0	0	0	1	8571*
0	2	0	2	9*230
0	0	0	2	96857
0	2	0	0	21430
0	0	0	2	2*683
0	2	0	1	94570
0	0	0	2	94670
0	2	0	2	215*3
0	0	0	0	29470
0	2	1	0	15863
0	0	0	0	94370
0	2	1	2	125*6
0	0	0	1	2*940
0	2	1	0	*8*36
0	0	0	1	82190
0	2	1	1	*7346
0	0	0	1	72160
0	2	1	2	*834*
0	0	0	2	83572
0	2	1	0	4*01*
0	0	0	2	608*5
0	2	1	1	41*2*
0	0	0	2	17089
0	2	1	2	4*235
0	0	0	0	46189
0	2	2	0	23570
0	0	0	0	34689
0	2	2	1	25*01
0	0	0	1	725*9
0	2	2	0	01846
0	0	0	1	8*729
0	2	2	1	04635
0	0	0	1	68179
0	2	2	2	04352
0	0	0	2	35046
0	2	2	0	279*1
0	0	0	2	987*5
0	2	2	1	21460
0	0	0	2	46987
0	2	2	2	21035
0	0	1	0	69807
0	2	0	0	42135
0	0	1	0	80317
0	2	0	1	9*425
0	0	1	0	12547
0	2	0	2	03896
0	0	1	1	15497
0	2	0	1	203*6
0	0	1	1	19867
0	2	0	2	*4203
0	0	1	2	15986
0	2	0	0	42*03
0	0	1	2	14980
0	2	0	1	*2*63
0	0	1	2	15863
0	2	0	2	49270
0	0	1	0	45873
0	2	1	0	19260
0	0	1	0	58763
0	2	1	1	14920
0	0	1	0	76023
0	2	1	2	1854*
0	0	1	1	7*603
0	2	1	0	8542*
0	0	1	1	76093
0	2	1	2	81542
0	0	1	2	7*860
0	2	1	0	*4392
0	0	1	2	74186
0	2	1	1	*3902
0	0	1	2	73182
0	2	1	2	*4906
0	0	1	0	54362
0	2	2	0	79018
0	0	1	0	94382
0	2	2	1	75016
0	0	1	0	43862
0	2	2	2	75901
0	0	1	1	475*2
0	2	2	0	901*6
0	0	1	1	40752
0	2	2	1	91863
0	0	1	2	48910
0	2	2	0	63275
0	0	1	2	42389
0	2	2	1	67501
0	0	1	2	45**8
0	2	2	2	6701*
0	0	2	0	23870
0	2	0	0	4561*
0	0	2	0	70156
0	2	0	1	8234*
0	0	2	0	64923
0	2	0	2	15*08
0	0	2	1	69**7
0	2	0	0	41508
0	0	2	1	63705
0	2	0	1	29418
0	0	2	1	6518*
0	2	0	2	7032*
0	0	2	2	65842
0	2	0	1	1703*
0	0	2	2	65**9
0	2	0	2	84170
0	0	2	0	82317
0	2	1	0	65490
0	0	2	0	3*749
0	2	1	1	68250
0	0	2	0	49025
0	2	1	2	67318
0	0	2	1	46021
0	2	1	0	97358
0	0	2	1	40*15
0	2	1	1	9**38
0	0	2	1	4*583
0	2	1	2	92067
0	0	2	2	4*958
0	2	1	0	20637
0	0	2	2	4*587
0	2	1	2	29063
0	0	2	0	29563
0	2	2	0	410*7
0	0	2	0	15687
0	2	2	1	42903
0	0	2	0	68703
0	2	2	2	4215*
0	0	2	1	64*79
0	2	2	0	81503
0	0	2	1	6**73
0	2	2	1	8450*
0	0	2	1	627*9
0	2	2	2	84150
0	0	2	2	62847
0	2	2	0	1503*
0	0	2	2	6258*
0	2	2	1	10397
0	1	0	0	**82*
0	0	0	1	***3*
0	1	0	0	8392*
0	0	0	2	01567
0	1	0	1	*839*
0	0	0	0	15267
0	1	0	1	1836*
0	0	0	1	05297
0	1	0	1	*397*
0	0	0	2	18526
0	1	0	2	180*9
0	0	0	0	*7426
0	1	0	2	57802
